,Id,degree,group
952,126947049.0,10,3.0
953,49413866.0,10,1.0
954,2320805611.0,10,2.0
955,388937468.0,10,1.0
956,1.1055316144597156e+18,10,1.0
957,9.94572684980818e+17,10,1.0
958,26660626.0,10,0.0
959,217460501.0,10,1.0
960,988897050.0,10,1.0
961,18743082.0,10,0.0
962,348497718.0,10,3.0
963,1287036738.0,10,2.0
964,1101547334.0,10,2.0
965,434030422.0,10,3.0
966,1762629482.0,10,1.0
967,14102386.0,10,3.0
968,3834939257.0,10,1.0
969,249608059.0,10,3.0
970,1.1051803191022632e+18,10,1.0
971,1.1036235712119848e+18,10,3.0
972,22185860.0,10,3.0
973,230692748.0,10,1.0
974,2236180393.0,10,1.0
975,632793024.0,10,3.0
976,70250435.0,10,1.0
977,3092191180.0,10,1.0
978,85043148.0,10,1.0
979,2235191251.0,10,2.0
980,2204696534.0,10,2.0
981,1883570137.0,10,3.0
982,710567898.0,10,3.0
983,357074918.0,10,2.0
984,93513713.0,10,0.0
